"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-04,"EX",1063987,2.242,911213,2.271,178505,47900,28100,254505,23.92,2.626,0,0,0,0,17550,2500,10300,30350,2.852,235125,81585,153540,22.098,92.385,2.719,1303,0.122,0.557,1302,1,35689,3.354,-10.067,2.872,158355,76770,81585,14.883,7.215,17.378,8.425,1302,1,0.122,0,32212,3477,3.027,0.327,3.535,0.382,0.829,-10.338,0.001,-7.477,21.276,17.128,21.782,20.25,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"GA",2021-04-04,"GA",2701819,5.694,2362643,5.887,427165,121900,73600,622665,23.046,6.426,0,0,0,0,57330,6400,32200,95930,3.551,532428,190698,341730,19.706,85.508,6.158,8294,0.307,1.582,7987,307,90235,3.34,3.243,7.261,361564,170865,190699,13.382,6.324,15.303,7.232,7988,307,0.296,0.011,62521,27716,2.314,1.026,2.646,1.173,2.259,6.637,0.18,-3.664,8.149,12.856,9.5,5.4,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"RI",2021-04-04,"RI",319914,0.674,270788,0.675,50375,14400,7800,72575,22.686,0.749,0,0,0,0,4680,800,3000,8480,2.651,67487,20367,47120,21.095,92.989,0.781,0,0,0,0,0,9303,2.908,-14.479,0.749,43927,23560,20367,13.731,7.364,16.222,8.701,0,0,0,0,5078,4224,1.587,1.32,1.875,1.56,0,-21.527,0,-4.174,15.875,11.128,12.356,22.733,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"MD",2021-04-04,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1135115,380445,754670,16.742,88.631,13.129,9254,0.136,0.822,9221,33,157272,2.32,-4.904,12.655,757780,377335,380445,11.177,5.566,13.305,6.625,9221,33,0.136,0,98969,58303,1.46,0.86,1.738,1.024,1.232,-1.623,0.009,-10,-8.112,-7.496,-8.543,-7.233,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"MC",2021-04-04,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,257689,76779,180910,17.051,87.416,2.98,1310,0.087,0.511,1307,3,37490,2.481,-4.179,3.017,167234,90455,76779,11.066,5.985,13.514,7.31,1307,3,0.086,0,27940,9549,1.849,0.632,2.258,0.772,0.788,1.199,0.003,-17.088,-6.436,-4.49,-9.451,-0.25,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"NC",2021-04-04,"NC",661197,1.393,552935,1.378,95505,29800,15400,140705,21.28,1.452,0,0,0,0,9360,1600,5700,16660,2.52,121389,42113,79276,18.359,86.272,1.404,0,0,0,0,0,10011,1.514,-15.498,0.806,81751,39638,42113,12.364,5.995,14.785,7.169,0,0,0,0,6240,3771,0.944,0.57,1.129,0.682,0,-19.286,0,-8.382,0.79,4.235,1.17,-0.083,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"PV",2021-04-04,"PV",2220504,4.68,1898123,4.73,314550,100200,52900,467650,21.061,4.826,0,0,0,0,38610,5300,22100,66010,2.973,370972,159903,211069,16.707,79.327,4.291,1,0,0,1,0,30515,1.374,-27.782,2.455,265437,105534,159903,11.954,4.753,13.984,5.56,0,0,0,0,20056,10458,0.903,0.471,1.057,0.551,0,-30.7,0,-21.445,-8.312,3.12,-2.185,-20.783,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"CE",2021-04-04,"CE",84202,0.177,66158,0.165,7830,3900,1300,13030,15.475,0.134,0,0,0,0,1170,200,400,1770,2.102,11921,4687,7234,14.158,91.489,0.138,695,0.825,6.191,679,16,1013,1.203,99.409,0.082,8304,3617,4687,9.862,4.296,12.552,5.467,679,16,0.806,0.019,871,142,1.034,0.169,1.317,0.215,8.905,189.369,0.444,-31.401,-22.034,-24.294,-19.303,-28.4,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"ML",2021-04-04,"ML",87076,0.184,66178,0.165,7830,3900,1200,12930,14.849,0.133,0,0,0,0,1170,200,400,1770,2.033,10807,5954,4853,12.411,83.581,0.125,394,0.452,3.784,391,3,823,0.945,55.577,0.066,8380,2426,5954,9.624,2.786,12.663,3.666,390,3,0.448,0.003,811,11,0.931,0.013,1.225,0.017,4.881,56.564,0.124,0,-32.065,-27.717,-21.25,-53.567,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"FFAA",2021-04-04,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,0.574,0,0,0,0,0,3000,0,3000,NA,45819,35828,9991,NA,82.408,0.53,4426,NA,10.693,4422,4,25320,NA,10.457,2.037,40824,4996,35828,NA,NA,NA,NA,4423,4,NA,NA,25133,188,NA,NA,NA,NA,12.151,10.699,0.08,-14.155,NA,NA,NA,NA,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
"ES",2021-04-04,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,100,0,0,0,0,672750,115200,393600,1181550,2.49,8646146,2952192,5693954,18.221,89.228,100,97548,0.206,1.141,91719,5829,1242730,2.619,-5.367,100,5799169,2846977,2952192,12.221,6,14.451,7.094,91719,5829,0.193,0.012,967173,275557,2.038,0.581,2.41,0.687,1.607,-4.305,0.205,-8.912,0,0,0,0,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
