"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,74375,4300,5400,84075,2.884,75603,89.9,30501,3.12,28.656,2.867,3.347,3.426,35.96,34.261,34.171,7.106,39.15,0,0,0,0,725,2164,0.002,0.004,18900,11700,2900,4300,8839,13651,0.019,0.029,-96.8340611353712,-97.1599402092676
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,128815,11000,9800,149615,5.133,124733,83.4,55187,5.148,-9.852,2.043,2.336,2.38,-3.125,-6.31,-6.789,4.617,-9.592,0,0,0,0,105,6950,0,0.025,36190,19890,5300,11000,17467,27786,0.037,0.059,-93.5589519650655,-94.4693572496263
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,19955,1300,1400,22655,0.777,19968,88.1,8365,0.824,15.319,2.615,3.089,3.163,24.013,23.906,23.851,6.242,22.232,0,0,0,0,236,540,0,0.001,4440,2340,800,1300,1844,3346,0.004,0.007,-99.235807860262,-99.4020926756353
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,333375,27700,25400,386475,13.259,319144,82.6,139553,13.171,-7.2,2.058,2.45,2.51,-2.378,-1.722,-1.702,4.707,-7.818,0,0,0,0,10983,11097,0.023,0.011,94150,52650,13800,27700,72219,73141,0.152,0.154,-83.1877729257642,-77.2795216741405
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,87305,6200,6600,100105,3.434,84111,84,32249,3.471,7.831,2.134,2.606,2.681,1.207,4.529,5.002,5.566,8.993,0,0,0,0,2528,2641,0.005,0.01,23840,14040,3600,6200,11861,11752,0.025,0.025,-97.2707423580786,-96.2630792227205
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,39345,2700,2900,44945,1.542,39196,87.2,14536,1.618,10.695,2.198,2.629,2.697,4.267,5.445,5.608,5.928,16.089,0,0,0,0,533,1180,0.001,0.006,10150,5850,1600,2700,5520,7750,0.012,0.016,-98.2532751091703,-98.2062780269058
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,107460,9100,7900,124460,4.27,89883,72.2,36125,3.71,-8.761,1.627,1.903,1.946,-22.841,-23.662,-23.788,4.048,-20.73,0,0,0,0,3228,5424,0.007,0.012,29780,16380,4300,9100,15013,21524,0.032,0.045,-95.0873362445415,-95.2167414050822
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,400,400,5120,0.176,2697,52.7,963,0.111,-0.758,1.144,1.456,1.505,-45.758,-41.615,-41.058,3.203,-37.275,0,0,0,0,0,138,0,0.001,2940,2340,200,400,42,541,0,0.001,-99.8908296943231,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,400,400,3950,0.136,2647,67,1083,0.109,-26.349,1.244,1.636,1.696,-41.012,-34.36,-33.579,3.04,-40.47,0,0,0,0,1,104,0,0.001,1770,1170,200,400,10,255,0,0.001,-99.8908296943231,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,2528955,193800,192000,2914755,100,2423045,83.13,1000485,100,0,2.108,2.493,2.554,0,0,0,5.106,0,0,0,0,0,57207,102538,0.121,0.294,696000,397800,104400,193800,317576,434885,0.669,0.916,0,0
