"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,475110,34500,36300,545910,18.729,431642,79.1,176731,17.814,4.996,2.088,2.502,2.569,-0.974,0.376,0.593,5.099,-0.136,0,0,0,0,8644,16627,0.018,0.085,129080,74880,19700,34500,45038,68160,0.095,0.144,-84.2794759825328,-85.7997010463378
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,81045,5400,6300,92745,3.182,88297,95.2,35659,3.644,13.559,2.682,3.148,3.219,27.218,26.266,26.074,6.642,30.069,0,0,0,0,2673,3810,0.006,0.006,21670,12870,3400,5400,12171,15641,0.026,0.033,-96.3973799126638,-96.1136023916293
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,83975,4200,6300,94475,3.241,78446,83,32946,3.237,50.967,3.234,3.656,3.72,53.375,46.634,45.682,7.7,50.789,0,0,0,0,240,1278,0.001,0.027,21640,14040,3400,4200,4206,9820,0.009,0.021,-97.707423580786,-98.6547085201794
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,42480,4800,3200,50480,1.732,40624,80.5,16683,1.677,-29.855,1.424,1.692,1.732,-32.462,-32.153,-32.155,3.468,-32.094,0,0,0,0,1107,1655,0.002,0.006,13520,7020,1700,4800,6761,9128,0.014,0.019,-97.9257641921397,-97.9073243647235
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,93570,8900,7000,109470,3.756,99316,90.7,40779,4.099,-18.105,1.874,2.179,2.232,-11.117,-12.58,-12.575,4.564,-10.618,0,0,0,0,10812,12849,0.023,0.012,26740,14040,3800,8900,16730,19477,0.035,0.041,-95.5240174672489,-94.7683109118087
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,39345,2400,2900,44645,1.532,39707,88.9,17478,1.639,24.73,2.998,3.486,3.563,42.209,39.823,39.519,6.812,33.399,0,0,0,0,1219,1490,0.003,0.001,9850,5850,1600,2400,8672,9843,0.018,0.021,-97.707423580786,-97.3094170403588
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,177555,9800,13500,200855,6.891,178831,89,75433,7.38,36.536,3.15,3.604,3.676,49.384,44.569,43.948,7.467,46.229,0,0,0,0,2989,6145,0.006,0.035,45180,28080,7300,9800,18768,27823,0.04,0.059,-93.5589519650655,-94.0209267563528
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,120375,8300,9200,137875,4.73,117671,85.3,41690,4.856,9.75,2.038,2.424,2.485,-3.323,-2.777,-2.679,5.753,12.671,0,0,0,0,3499,4034,0.007,0.009,32020,18720,5000,8300,11345,15638,0.024,0.033,-96.3973799126638,-96.4125560538117
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,410120,31800,31400,473320,16.239,376519,79.5,152091,15.539,-0.965,1.955,2.329,2.387,-7.289,-6.602,-6.523,4.839,-5.232,0,0,0,0,6012,18644,0.013,0.024,113250,64350,17100,31800,44214,67824,0.093,0.143,-84.3886462882096,-86.0986547085202
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,207280,20600,15700,243580,8.357,214010,87.9,92433,8.832,-21.591,1.828,2.165,2.219,-13.316,-13.159,-13.115,4.232,-17.131,0,0,0,0,1673,5768,0.004,0.018,60890,31590,8700,20600,16856,31785,0.036,0.067,-92.6855895196507,-94.6188340807175
