"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,209520,0,6800,216320,18.985,139718,64.6,0,18.17,6.433,0,0,0,NA,NA,NA,1.651,1.859
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,35415,0,1200,36615,3.214,23619,64.5,0,3.072,14.687,0,0,0,NA,NA,NA,1.777,9.636
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,35420,0,1200,36620,3.214,31247,85.3,0,4.064,49.696,0,0,0,NA,NA,NA,3.067,89.266
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,12840,0,600,13440,1.18,9366,69.7,0,1.218,-52.225,0,0,0,NA,NA,NA,0.799,-50.667
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,41310,0,1300,42610,3.74,30732,72.1,0,3.997,-18.454,0,0,0,NA,NA,NA,1.412,-12.846
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,17700,0,500,18200,1.597,14639,80.4,0,1.904,30.076,0,0,0,NA,NA,NA,2.511,54.974
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,76740,0,2500,79240,6.955,59411,75,0,7.726,37.795,0,0,0,NA,NA,NA,2.481,53.081
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,53100,0,1700,54800,4.81,33809,61.7,0,4.397,11.59,0,0,0,NA,NA,NA,1.653,2.009
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,180020,0,5800,185820,16.309,122577,66,0,15.941,-0.539,0,0,0,NA,NA,NA,1.575,-2.782
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,91450,0,2900,94350,8.281,86927,92.1,0,11.305,-22.306,0,0,0,NA,NA,NA,1.719,6.066
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,32450,0,1000,33450,2.936,22322,66.7,0,2.903,30.944,0,0,0,NA,NA,NA,2.098,29.462
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,56080,0,1800,57880,5.08,49768,86,0,6.472,-10.786,0,0,0,NA,NA,NA,1.842,13.668
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,8840,0,200,9040,0.793,5953,65.9,0,0.774,17.715,0,0,0,NA,NA,NA,1.861,14.828
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,147540,0,4700,152240,13.361,77921,51.2,0,10.133,-6.485,0,0,0,NA,NA,NA,1.149,-29.079
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,38360,0,1200,39560,3.472,27001,68.3,0,3.511,9.011,0,0,0,NA,NA,NA,1.787,10.253
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,17700,0,500,18200,1.597,9305,51.1,0,1.21,14.668,0,0,0,NA,NA,NA,1.407,-13.158
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,47205,0,1400,48605,4.266,22464,46.2,0,2.921,-8.85,0,0,0,NA,NA,NA,1.012,-37.572
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,200,1205,0.106,941,78.1,0,0.122,-40.25,0,0,0,NA,NA,NA,1.118,-31.038
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,200,1205,0.106,1230,102.1,0,0.16,-42.523,0,0,0,NA,NA,NA,1.413,-12.833
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1103700,0,35700,1139400,100,768950,67.487,0,100,0,0,0,0,NA,NA,NA,1.621,0
