"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,324180,0,6800,330980,18.709,265620,80.3,55004,19.032,4.885,0.65,0.779,0.799,59.966,62.146,62.497,3.138,6.694
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,55305,0,1200,56505,3.194,49453,87.5,6806,3.543,13.993,0.512,0.601,0.614,26.028,25.085,24.895,3.72,26.479
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,58235,0,1200,59435,3.36,49857,83.9,14080,3.572,56.484,1.382,1.562,1.59,240.212,225.259,223.148,4.894,66.388
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,29610,0,600,30210,1.708,23540,77.9,3295,1.687,-30.835,0.281,0.334,0.342,-30.765,-30.448,-30.45,2.009,-31.684
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,64320,0,1300,65620,3.709,56385,85.9,6864,4.04,-19.116,0.315,0.367,0.376,-22.347,-23.625,-23.621,2.591,-11.897
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,27645,0,500,28145,1.591,21469,76.3,782,1.538,29.557,0.134,0.156,0.159,-66.975,-67.53,-67.6,3.683,25.225
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,121395,0,2500,123895,7.003,108203,87.3,19658,7.753,38.765,0.821,0.939,0.958,102.059,95.546,94.706,4.518,53.612
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,82935,0,1700,84635,4.784,71484,84.5,7628,5.122,11.002,0.373,0.443,0.455,-8.188,-7.67,-7.577,3.495,18.835
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,280250,0,5800,286050,16.17,208177,72.8,23262,14.916,-1.387,0.299,0.356,0.365,-26.401,-25.856,-25.793,2.676,-9.029
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,142930,0,2900,145830,8.243,109716,75.2,8948,7.861,-22.655,0.177,0.21,0.215,-56.446,-56.366,-56.345,2.169,-26.24
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,50975,0,1000,51975,2.938,39821,76.6,3135,2.853,31.044,0.295,0.344,0.352,-27.468,-28.374,-28.422,3.743,27.249
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,87865,0,1800,89665,5.069,74278,82.8,15827,5.322,-10.985,0.586,0.67,0.683,44.202,39.461,38.748,2.749,-6.528
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,14105,0,200,14305,0.809,10283,71.9,1084,0.737,19.974,0.339,0.4,0.41,-16.589,-16.66,-16.697,3.214,9.286
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,228075,0,4700,232775,13.158,177972,76.5,6987,12.752,-7.908,0.103,0.123,0.126,-74.631,-74.461,-74.456,2.625,-10.75
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,59225,0,1200,60425,3.416,53447,88.5,8713,3.83,7.242,0.577,0.704,0.724,41.925,46.583,47.246,3.537,20.244
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,27645,0,500,28145,1.591,21007,74.6,2797,1.505,14.211,0.423,0.506,0.519,4.133,5.31,5.472,3.177,8.021
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,74700,0,1400,76100,4.302,51436,67.6,6906,3.686,-8.083,0.311,0.364,0.372,-23.44,-24.255,-24.38,2.316,-21.242
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.123,1757,80.6,569,0.126,-30.379,0.676,0.86,0.889,66.348,79.053,80.762,2.087,-29.054
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.123,1713,78.6,414,0.123,-33.027,0.475,0.626,0.648,17.039,30.238,31.786,1.967,-33.114
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1733355,0,35700,1769055,100,1395618,78.891,192759,100,0,0.406,0.48,0.492,0,0,0,2.941,0
