"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-16,"AN",8464411,17.838,7062213,17.598,820260,303300,73300,0,1196860,14.14,17.984,0,0,0,0,80730,94700,0,175430,2.073,1113414,387032,726382,13.154,93.028,19.39,14659,0.173,1.334,8356,6303,162246,1.917,-1.664,18.157,750223,363191,387032,8.863,4.291,10.623,5.143,8356,6303,0.099,0.074,62166,100080,0.734,1.182,0.88,1.417,1.126,-2.573,1.766,-1.091,8.701,0.818,4.776,17.788,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"AR",2021-03-16,"AR",1329391,2.802,1132764,2.823,147735,47600,12600,0,207935,15.641,3.124,0,0,0,0,17550,14900,0,32450,2.441,182899,65311,117588,13.758,87.96,3.185,2506,0.189,1.389,2185,321,27129,2.041,-0.257,3.036,124105,58794,65311,9.335,4.423,10.956,5.19,2185,321,0.164,0.024,18753,8376,1.411,0.63,1.656,0.739,1.792,-0.862,0.549,1.123,13.669,11.492,10.356,21.411,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"AS",2021-03-16,"AS",1018784,2.147,901209,2.246,144815,36600,12700,0,194115,19.054,2.917,0,0,0,0,16380,11400,0,27780,2.727,166072,49386,116686,16.301,85.553,2.892,2579,0.253,1.577,743,1836,29795,2.925,-2.254,3.334,107729,58343,49386,10.574,5.727,11.954,6.474,743,1836,0.073,0.18,16451,13344,1.615,1.31,1.825,1.481,0.694,-11.416,3.249,12.031,34.7,35.864,25.003,57.206,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"IB",2021-03-16,"IB",1171543,2.469,986279,2.458,76410,41900,6500,0,124810,10.653,1.875,0,0,0,0,10530,13100,0,23630,2.017,110608,47964,62644,9.441,88.621,1.926,2124,0.181,1.958,1954,170,23888,2.039,-1.61,2.673,79286,31322,47964,6.768,2.674,8.039,3.176,1954,170,0.167,0.015,17251,6637,1.473,0.567,1.749,0.673,2.527,-1.715,0.546,-1.338,-21.993,-24.058,-19.991,-26.599,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"CN",2021-03-16,"CN",2175952,4.586,1871033,4.662,167280,78000,14300,0,259580,11.929,3.9,0,0,0,0,18720,24300,0,43020,1.977,219594,88278,131316,10.092,84.596,3.824,4334,0.199,2.013,2338,1996,39564,1.818,-1.063,4.428,153936,65658,88278,7.074,3.017,8.227,3.509,2338,1996,0.107,0.092,29868,9696,1.373,0.446,1.596,0.518,1.542,-4.432,3.135,10.989,-16.616,-14.959,-16.373,-17.184,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"CB",2021-03-16,"CB",582905,1.228,501384,1.249,70935,20800,5900,0,97635,16.75,1.467,0,0,0,0,8190,6500,0,14690,2.52,79283,27489,51794,13.601,81.203,1.381,1495,0.256,1.922,650,845,10771,1.848,10.201,1.205,53386,25897,27489,9.159,4.443,10.648,5.165,650,845,0.112,0.145,6093,4678,1.045,0.803,1.215,0.933,1.233,6.447,3.373,15.506,12.459,19.463,8.275,21.96,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"CL",2021-03-16,"CL",2394918,5.047,2092873,5.215,324975,85800,27300,0,438075,18.292,6.582,0,0,0,0,39780,26800,0,66580,2.78,380228,130450,249778,15.876,86.795,6.622,9242,0.386,2.491,6079,3163,65868,2.75,1.791,7.371,255339,124889,130450,10.662,5.215,12.2,5.967,6079,3163,0.254,0.132,43318,22550,1.809,0.942,2.07,1.077,2.439,1.604,2.598,2.152,31.207,30.414,26.043,43.151,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"CM",2021-03-16,"CM",2045221,4.31,1719964,4.286,215145,73300,18600,0,307045,15.013,4.614,0,0,0,0,24570,22900,0,47470,2.321,239085,78857,160228,11.69,77.866,4.164,2433,0.119,1.028,1759,674,33942,1.66,-3.535,3.798,158971,80114,78857,7.773,3.917,9.243,4.658,1759,674,0.086,0.033,26881,7061,1.314,0.345,1.563,0.411,1.119,-5.205,0.848,3.397,-3.387,7.053,-8.11,7.521,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"CT",2021-03-16,"CT",7780479,16.397,6531658,16.276,735380,278900,63400,0,1077680,13.851,16.193,0,0,0,0,84240,87000,0,171240,2.201,899255,407219,492036,11.558,83.444,15.66,11504,0.148,1.296,7795,3709,110072,1.415,-3.211,12.318,653237,246018,407219,8.396,3.162,10.001,3.767,7795,3709,0.1,0.048,71250,38822,0.916,0.499,1.091,0.594,1.208,-4.197,1.531,-1.349,-4.495,-1.244,-0.745,-13.203,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"VC",2021-03-16,"VC",5057353,10.658,4269305,10.639,395650,181300,31700,0,608650,12.035,9.145,0,0,0,0,54990,56600,0,111590,2.206,486767,177303,309464,9.625,79.975,8.477,6313,0.125,1.314,4999,1314,60394,1.194,-30.126,6.759,332035,154732,177303,6.565,3.06,7.777,3.624,4999,1314,0.099,0.026,26071,34323,0.516,0.679,0.611,0.804,1.529,-43.437,0.856,-14.918,-20.464,-14.196,-22.39,-16.003,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
