"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-16,"EX",1063987,2.242,911213,2.271,129365,38100,10900,0,178365,16.764,2.68,0,0,0,0,14040,11900,0,25940,2.438,151027,43363,107664,14.194,84.673,2.63,2413,0.227,1.624,1400,1013,19223,1.807,2.185,2.151,97195,53832,43363,9.135,5.059,10.667,5.908,1400,1013,0.132,0.095,11444,7779,1.076,0.731,1.256,0.854,1.461,0.166,1.918,5.307,17.306,19.536,7.991,38.869,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"GA",2021-03-16,"GA",2701819,5.694,2362643,5.887,268045,96900,19900,0,384845,14.244,5.783,0,0,0,0,45630,30200,0,75830,2.807,350571,158953,191618,12.975,91.094,6.105,12237,0.453,3.617,5568,6669,71800,2.657,6.541,8.035,254762,95809,158953,9.429,3.546,10.783,4.055,5568,6669,0.206,0.247,52280,19520,1.935,0.722,2.213,0.826,2.234,-2.297,7.481,40.604,7.218,1.563,11.467,-2.663,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"RI",2021-03-16,"RI",319914,0.674,270788,0.675,36335,11400,2700,0,50435,15.765,0.758,0,0,0,0,4680,3600,0,8280,2.588,46881,18765,28116,14.654,92.953,0.816,1478,0.462,3.255,602,876,10147,3.172,-4.481,1.136,32823,14058,18765,10.26,4.394,12.121,5.192,602,876,0.188,0.274,7409,2738,2.316,0.856,2.736,1.011,1.868,-12.101,6.645,24.795,21.068,12.463,21.291,20.615,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"MD",2021-03-16,"MD",6779888,14.288,5695623,14.193,598965,243100,51300,0,893365,13.177,13.424,0,0,0,0,69030,75900,0,144930,2.138,792291,394007,398284,11.686,88.686,13.798,12985,0.192,1.666,9298,3687,124251,1.833,-8.56,13.905,593149,199142,394007,8.749,2.937,10.414,3.496,9298,3687,0.137,0.054,105666,18585,1.559,0.274,1.855,0.326,1.593,-11.718,1.886,14.793,-3.429,-6.047,3.428,-19.38,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"MC",2021-03-16,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,0,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,180650,64688,115962,11.954,83.772,3.146,3516,0.233,1.985,3138,378,31286,2.07,4.475,3.501,122669,57981,64688,8.117,3.837,9.913,4.685,3138,378,0.208,0.025,24752,6534,1.638,0.432,2,0.528,2.625,4.474,0.656,4.477,-1.224,1.727,-4.043,5.325,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"NC",2021-03-16,"NC",661197,1.393,552935,1.378,69765,23600,5900,0,99265,15.013,1.492,0,0,0,0,7020,7400,0,14420,2.181,86471,30013,56458,13.078,87.111,1.506,1490,0.225,1.753,791,699,12184,1.843,8.815,1.364,58242,28229,30013,8.809,4.269,10.533,5.105,791,699,0.12,0.106,8601,3583,1.301,0.542,1.556,0.648,1.377,8.763,2.539,8.939,8.112,7.107,4.138,17.184,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"PV",2021-03-16,"PV",2220504,4.68,1898123,4.73,208080,79600,16000,0,303680,13.676,4.563,0,0,0,0,30420,24800,0,55220,2.487,240162,108912,131250,10.816,79.084,4.182,5707,0.257,2.434,4584,1123,58533,2.636,-0.844,6.55,174537,65625,108912,7.86,2.955,9.195,3.457,4584,1123,0.206,0.051,47364,11169,2.133,0.503,2.495,0.588,2.697,-3.096,1.741,9.996,-10.641,-2.5,-7.081,-18.886,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"CE",2021-03-16,"CE",84202,0.177,66158,0.165,5490,3100,600,0,9190,10.914,0.138,0,0,0,0,0,900,0,900,1.069,9278,4212,5066,11.019,100.958,0.162,0,0,0,0,0,1101,1.308,-33.029,0.123,6745,2533,4212,8.01,3.008,10.195,3.829,0,0,0,0,928,173,1.102,0.205,1.403,0.261,0,-0.108,0,-75.804,-8.475,-22.034,-5.308,-17.431,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"ML",2021-03-16,"ML",87076,0.184,66178,0.165,4320,3100,600,0,8020,9.21,0.121,0,0,0,0,0,900,0,900,1.034,7682,2942,4740,8.822,95.786,0.134,308,0.354,4.177,221,87,1376,1.58,-2.411,0.154,5312,2370,2942,6.1,2.722,8.027,3.581,221,87,0.254,0.1,723,653,0.83,0.75,1.093,0.987,4.341,-7.189,3.811,3.487,-27.174,-34.239,-27.887,-25.281,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"FFAA",2021-03-16,"FFAA",NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
"ES",2021-03-16,"ES",47450795,100,40129822,100,4567095,1700500,387600,0,6655195,14.025,100,0,0,0,0,540540,530700,0,1071240,2.258,5742218,2285144,3457074,12.101,86.282,100,97323,0.205,1.724,62460,34863,893570,1.883,-4.196,100,4013681,1728537,2285144,8.459,3.643,10.002,4.307,62460,34863,0.132,0.073,577269,316301,1.217,0.667,1.439,0.788,1.581,-7.269,2.058,1.971,0,0,0,0,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
