"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,568710,74500,36300,679510,18.76,506973,74.6,202631,18.218,5.167,2.394,2.869,2.945,-0.753,0.599,0.817,5.989,2.131,0,0,0,0,4317,21300,0.009,0.085,133600,93600,0,40000,34544,91958,0.073,0.194,-80.082135523614,-82.7830188679245
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,96255,11700,6300,114255,3.154,101956,89.2,40945,3.664,12.574,3.08,3.615,3.697,27.689,26.734,26.541,7.669,30.776,0,0,0,0,1271,4969,0.003,0.006,21510,15210,0,6300,7959,17469,0.017,0.037,-96.2012320328542,-95.9905660377358
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,98015,9000,6300,113315,3.128,85458,75.4,35251,3.071,45.709,3.46,3.912,3.98,43.448,37.144,36.253,8.388,43.034,0,0,0,0,683,2330,0.001,0.027,18840,14040,0,4800,2545,8290,0.005,0.017,-98.2546201232033,-98.8207547169811
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,49500,10300,3200,63000,1.739,46824,74.3,19906,1.683,-29.555,1.699,2.018,2.067,-29.558,-29.236,-29.238,3.997,-31.848,0,0,0,0,545,1476,0.001,0.006,12520,7020,0,5500,4330,7855,0.009,0.017,-98.2546201232033,-97.877358490566
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,111120,19200,7000,137320,3.791,111897,81.5,46799,4.021,-17.333,2.151,2.501,2.562,-10.835,-12.303,-12.298,5.142,-12.312,0,0,0,0,1560,2846,0.003,0.012,27850,17550,0,10300,16832,25430,0.035,0.054,-94.4558521560575,-91.7452830188679
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,47535,5100,2900,55535,1.533,44700,80.5,19118,1.606,24.853,3.28,3.813,3.897,35.973,33.691,33.4,7.668,30.761,0,0,0,0,56,787,0,0.001,10890,8190,0,2700,2859,6483,0.006,0.014,-98.5626283367556,-98.5849056603774
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,211485,21100,13500,246085,6.794,202462,82.3,83192,7.276,34.612,3.474,3.975,4.054,44.012,39.37,38.771,8.454,44.152,0,0,0,0,1770,6266,0.004,0.035,45230,33930,0,11300,10748,29776,0.023,0.063,-93.5318275154004,-94.5754716981132
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,143775,18000,9200,170975,4.72,137438,80.4,58335,4.939,9.518,2.852,3.392,3.477,18.248,18.916,19.036,6.72,14.587,0,0,0,0,2888,4716,0.006,0.009,33100,23400,0,9700,20144,23801,0.042,0.05,-94.8665297741273,-90.0943396226415
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,489680,68600,31400,589680,16.28,443181,75.2,170429,15.926,-0.715,2.19,2.609,2.675,-9.188,-8.515,-8.437,5.696,-2.872,0,0,0,0,2175,15656,0.005,0.024,116360,79560,0,36800,24350,85306,0.051,0.18,-81.5195071868583,-87.9716981132076
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,247060,44500,15700,307260,8.483,233828,76.1,96724,8.403,-20.409,1.913,2.266,2.322,-20.71,-20.566,-20.526,4.624,-21.161,0,0,0,0,684,5648,0.001,0.018,63680,39780,0,23900,5964,25586,0.013,0.054,-94.4558521560575,-96.9339622641509
