"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,88415,9300,5400,103115,2.847,85553,83,35477,3.074,26.975,3.334,3.893,3.985,38.235,36.508,36.416,8.041,37.11,0,0,0,0,2062,3467,0.004,0.004,19040,14040,0,5000,5701,12114,0.012,0.026,-97.3305954825462,-97.1698113207547
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,153385,23800,9800,186985,5.162,142844,76.4,57531,5.133,-9.339,2.129,2.435,2.481,-11.722,-14.624,-15.061,5.287,-9.848,0,0,0,0,134,4243,0,0.025,37370,24570,0,12800,2449,25061,0.005,0.053,-94.5585215605749,-98.8207547169811
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,23465,2800,1400,27665,0.764,22749,82.2,8812,0.818,13.319,2.754,3.254,3.332,14.195,14.097,14.046,7.111,21.255,0,0,0,0,283,717,0.001,0.001,5010,3510,0,1500,683,3321,0.001,0.007,-99.2813141683778,-99.7641509433962
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,398895,59800,25400,484095,13.365,364384,75.3,163768,13.094,-6.461,2.415,2.875,2.946,0.141,0.813,0.834,5.374,-8.356,0,0,0,0,3566,10126,0.008,0.011,97620,65520,0,32100,35198,56337,0.074,0.119,-87.782340862423,-82.5471698113208
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,103685,13300,6600,123585,3.412,96682,78.2,42022,3.474,7.124,2.781,3.396,3.494,15.278,19.061,19.6,6.397,9.088,0,0,0,0,2143,2977,0.005,0.01,23480,16380,0,7100,12301,15212,0.026,0.032,-96.7145790554415,-93.8679245283019
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,46365,5800,2900,55065,1.52,43893,79.7,17700,1.577,9.133,2.677,3.201,3.284,10.981,12.235,12.408,6.638,13.197,0,0,0,0,827,1401,0.002,0.006,10120,7020,0,3100,3697,5877,0.008,0.012,-98.7679671457906,-98.1132075471698
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,127350,19600,7900,154850,4.275,104091,67.2,43642,3.741,-8.652,1.965,2.299,2.351,-18.518,-19.386,-19.519,4.688,-20.066,0,0,0,0,361,2944,0.001,0.012,30390,19890,0,10500,10745,19632,0.023,0.041,-95.7905544147844,-94.5754716981132
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,800,400,5520,0.152,4434,80.3,1019,0.159,-13.901,1.21,1.54,1.593,-49.828,-45.996,-45.481,5.266,-10.207,0,0,0,0,50,323,0,0.001,400,0,0,400,56,1875,0,0.004,-99.5893223819302,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,800,400,4350,0.12,3404,78.3,1255,0.122,-34.732,1.441,1.896,1.965,-40.248,-33.509,-32.719,3.909,-33.341,0,0,0,0,1,102,0,0.001,400,0,0,400,173,861,0,0.002,-99.7946611909651,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,3012165,418000,192000,3622165,100,2782751,76.826,1144556,100,0,2.412,2.852,2.921,0,0,0,5.864,0,0,0,0,0,25376,92294,0.053,0.294,707410,483210,0,224200,201278,462244,0.424,0.974,0,0
