"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-05-07,"EX",1063987,2.242,911213,2.271,362195,119400,46000,6100,533695,50.16,2.529,0,0,0,0,39780,35400,5200,80380,7.555,498732,164398,334334,46.874,93.449,2.618,15885,1.493,3.29,9118,6767,56118,5.274,1.406,2.091,335727,167167,168560,31.554,15.711,36.844,18.346,9374,6767,0.881,0.636,30584,27890,2.874,2.621,3.356,3.061,2.872,7.324,4.219,-6.409,16.771,12.801,12.818,25.157,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"GA",2021-05-07,"GA",2701819,5.694,2362643,5.887,1010995,303700,129800,15550,1460045,54.039,6.919,0,0,0,0,124020,89800,16500,230320,8.525,1334460,455894,878566,49.391,91.399,7.006,45382,1.68,3.521,42670,2712,239879,8.878,6.205,8.939,903590,439283,464307,33.444,16.259,38.245,18.593,42778,2712,1.583,0.1,90954,152328,3.366,5.638,3.85,6.447,4.969,24.492,0.621,-2.699,23.042,21.514,19.575,29.523,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"RI",2021-05-07,"RI",319914,0.674,270788,0.675,104195,35700,13200,1900,154995,48.449,0.735,0,0,0,0,11700,10600,1600,23900,7.471,144347,60599,83748,45.121,93.13,0.758,3203,1.001,2.269,1381,1822,21100,6.596,-0.823,0.786,103577,41874,61703,32.377,13.089,38.25,15.464,1395,1822,0.436,0.57,13126,8673,4.103,2.711,4.847,3.203,1.365,5.829,4.549,-11.94,12.463,9.05,15.76,4.27,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"MD",2021-05-07,"MD",6779888,14.288,5695623,14.193,1765455,762000,232200,38900,2798555,41.277,13.263,0,0,0,0,225810,225300,28200,479310,7.07,2473416,1088292,1385124,36.482,88.382,12.985,62222,0.918,2.581,31472,30750,370484,5.464,1.917,13.806,1802912,692562,1110350,26.592,10.215,31.654,12.16,31577,30750,0.466,0.454,231958,160141,3.421,2.362,4.073,2.812,1.783,-0.204,4.646,4.829,-9.12,-7.174,-4.923,-18.625,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"MC",2021-05-07,"MC",1511251,3.185,1237479,3.084,379805,169800,47900,8650,606155,40.109,2.873,0,0,0,0,44460,50300,5400,100160,6.628,483772,211354,272418,32.011,79.81,2.54,13541,0.896,2.88,7911,5630,44215,2.926,7.965,1.648,348071,136209,211862,23.032,9.013,28.127,11.007,7938,5630,0.525,0.373,27965,16659,1.85,1.102,2.26,1.346,2.334,-2.394,4.312,31.111,-20.251,-9.796,-17.652,-28.2,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"NC",2021-05-07,"NC",661197,1.393,552935,1.378,197295,74300,25900,3850,301345,45.576,1.428,0,0,0,0,23400,22000,3100,48500,7.335,281440,109282,172158,42.565,93.395,1.478,8091,1.224,2.96,5923,2168,41390,6.26,3.612,1.542,199236,86079,113157,30.133,13.019,36.032,15.568,6167,2168,0.933,0.328,28105,15335,4.251,2.319,5.083,2.773,3.194,10.663,2.584,-6.242,6.102,2.513,7.737,3.712,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"PV",2021-05-07,"PV",2220504,4.68,1898123,4.73,714690,249500,93000,12750,1069940,48.185,5.071,0,0,0,0,91260,73800,11800,176860,7.965,977236,402714,574522,44.01,91.336,5.13,25592,1.153,2.689,16744,8848,203694,9.173,1.658,7.591,702547,287261,415286,31.639,12.937,37.013,15.134,16783,8848,0.756,0.398,129351,76273,5.825,3.435,6.815,4.018,2.447,3.984,3.178,-6.913,9.615,8.355,13.122,3.059,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"CE",2021-05-07,"CE",84202,0.177,66158,0.165,14850,10000,2000,450,27300,32.422,0.129,0,0,0,0,2340,3000,200,5540,6.579,25244,9288,15956,29.98,92.469,0.133,780,0.926,3.188,507,273,3559,4.227,1.022,0.133,17713,7978,9735,21.036,9.475,26.774,12.059,507,273,0.602,0.324,2464,1418,2.926,1.684,3.724,2.143,2.947,19.496,3.543,-20.516,-24.859,-27.119,-24.788,-24.52,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"ML",2021-05-07,"ML",87076,0.184,66178,0.165,13680,10000,1900,450,26030,29.893,0.123,0,0,0,0,1170,3000,200,4370,5.019,21973,8441,13532,25.234,84.414,0.115,422,0.485,1.958,249,173,1209,1.388,8.236,0.045,15458,6766,8692,17.752,7.77,23.358,10.224,249,173,0.286,0.199,758,451,0.871,0.518,1.145,0.681,1.637,13.814,2.624,0.222,-37.5,-33.152,-36.53,-38.102,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"FFAA",2021-05-07,"FFAA",NA,NA,NA,NA,21840,66100,0,0,87940,NA,0.417,0,0,0,0,2340,0,0,2340,NA,75724,56910,18814,NA,86.109,0.398,396,NA,0.526,379,17,2556,NA,-42.028,0.095,66317,9407,56910,NA,NA,NA,NA,379,17,NA,NA,1285,1271,NA,NA,NA,NA,0.575,35.406,0.181,-63.266,NA,NA,NA,NA,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
"ES",2021-05-07,"ES",47450795,100,40129822,100,13655265,5397000,1776000,272400,21100665,44.469,100,8190,0,0,8190,1698840,1576800,214800,3490440,7.356,19048132,7135230,11912902,40.143,90.273,100,558552,1.177,3.021,298928,259624,2683537,5.655,2.043,100,13271511,5956451,7315060,27.969,12.553,33.071,14.843,304959,259624,0.643,0.547,1508151,1266685,3.178,2.669,3.758,3.156,2.352,4.269,4.557,-1.275,0,0,0,0,2021-05-11,2021-06-24,2021-08-07,2021-06-21,2021-08-13,2021-10-04,2021-06-09,2021-07-23,2021-09-06
