"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-13,"AN",8464411,17.838,7062213,17.598,1468440,564800,219200,0,2252440,26.611,16.572,184860,0,51200,236060,184860,0,51200,236060,2.789,1910185,822717,1087468,22.567,84.805,17.25,44985,0.531,2.412,41415,3570,352525,4.165,1.249,17.174,1366451,543734,822717,16.143,6.424,19.349,7.699,41415,3570,0.489,0.042,333951,18574,3.945,0.219,4.729,0.263,3.126,1.181,0.661,2.489,-3.296,-7.097,-3.497,-2.799,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"AR",2021-04-13,"AR",1329391,2.802,1132764,2.823,291645,88700,45800,0,426145,32.056,3.135,40950,0,10500,51450,40950,0,10500,51450,3.87,321035,116707,204328,24.149,75.335,2.899,8491,0.639,2.717,8479,12,50750,3.818,8.22,2.472,218871,102164,116707,16.464,7.685,19.322,9.019,8479,12,0.638,0.001,45491,5259,3.422,0.396,4.016,0.464,4.03,9.472,0.012,-1.517,3.462,11.884,-1.578,16.281,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"AS",2021-04-13,"AS",1018784,2.147,901209,2.246,280535,68000,42200,0,390735,38.353,2.875,38610,0,9500,48110,38610,0,9500,48110,4.722,309539,112953,196586,30.383,79.22,2.795,7862,0.772,2.606,6792,1070,54090,5.309,4.937,2.635,211246,98293,112953,20.735,9.648,23.44,10.907,6792,1070,0.667,0.105,49225,4865,4.832,0.478,5.462,0.54,3.322,4.476,1.101,9.844,30.182,33.908,23.954,45.983,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"IB",2021-04-13,"IB",1171543,2.469,986279,2.458,158310,81400,24300,0,264010,22.535,1.942,17550,3400,6300,27250,22230,3400,6300,31930,2.725,226218,112342,113876,19.309,85.685,2.043,7865,0.671,3.602,7838,27,49718,4.244,15.502,2.422,169280,56938,112342,14.449,4.86,17.164,5.773,7838,27,0.669,0.002,42213,7505,3.603,0.641,4.28,0.761,4.855,18.95,0.047,-0.688,-17.254,-21.345,-13.624,-26.464,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"CN",2021-04-13,"CN",2175952,4.586,1871033,4.662,319380,145200,47800,0,512380,23.547,3.77,43290,0,12000,55290,43290,0,12000,55290,2.541,401663,170565,231098,18.459,78.392,3.627,14053,0.646,3.626,13858,195,71974,3.308,12.936,3.506,286114,115549,170565,13.149,5.31,15.292,6.176,13858,195,0.637,0.009,66653,5321,3.063,0.245,3.562,0.284,5.09,15.741,0.169,-13.367,-20.911,-17.793,-21.395,-19.655,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"CB",2021-04-13,"CB",582905,1.228,501384,1.249,132945,40500,19900,0,193345,33.169,1.423,17550,1700,4600,23850,17550,1700,4600,23850,4.092,142877,51409,91468,24.511,73.897,1.29,1916,0.329,1.359,1528,388,20770,3.563,2.771,1.012,97143,45734,51409,16.665,7.846,19.375,9.122,1528,388,0.262,0.067,19897,873,3.413,0.15,3.968,0.174,1.598,1.113,0.856,64.098,5.049,15.879,-0.377,18.717,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"CL",2021-04-13,"CL",2394918,5.047,2092873,5.215,647895,166900,100800,0,915595,38.231,6.736,92430,7000,22500,121930,92430,7000,22500,121930,5.091,710619,240965,469654,29.672,77.613,6.417,15493,0.647,2.229,13906,1587,120496,5.031,-1.517,5.87,475792,234827,240965,19.867,9.805,22.734,11.22,13906,1587,0.581,0.066,99322,21174,4.147,0.884,4.746,1.012,3.011,1.921,0.68,-14.971,27.145,33.465,18.765,48.358,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"CM",2021-04-13,"CM",2045221,4.31,1719964,4.286,412875,142400,63800,0,619075,30.269,4.555,56160,6000,14200,76360,56160,6000,14200,76360,3.734,487967,182655,305312,23.859,78.822,4.407,4648,0.227,0.962,4202,446,81741,3.997,-10.686,3.982,335311,152656,182655,16.395,7.464,19.495,8.876,4202,446,0.205,0.022,61822,19919,3.023,0.974,3.594,1.158,1.269,-12.323,0.293,-5.193,2.251,5.684,-1.991,12.937,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"CT",2021-04-13,"CT",7780479,16.397,6531658,16.276,1413980,519100,221100,0,2154180,27.687,15.849,193050,0,52700,245750,193050,0,52700,245750,3.159,1787769,871079,916690,22.978,82.991,16.144,53885,0.693,3.108,53456,429,331197,4.257,13.183,16.135,1329424,458345,871079,17.087,5.891,20.354,7.017,53456,429,0.687,0.006,312685,18512,4.019,0.238,4.787,0.283,4.189,13.902,0.094,2.282,-1.543,-3.342,2.146,-10.864,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
"VC",2021-04-13,"VC",5057353,10.658,4269305,10.639,836740,352300,131600,0,1320640,26.113,9.716,125190,14800,34800,174790,125190,14800,34800,174790,3.456,1080973,507885,573088,21.374,81.852,9.762,45131,0.892,4.357,42694,2437,210223,4.157,27.288,10.242,794429,286544,507885,15.708,5.666,18.608,6.712,42694,2437,0.844,0.048,186540,23683,3.688,0.468,4.369,0.555,5.679,29.624,0.858,11.465,-8.407,-8.838,-6.098,-14.268,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
