"fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
2021-03-31,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,85410,16000,50900,152310,85410,16000,50900,152310,2.246,1058277,338487,719790,15.609,82.632,13.171,32203,0.475,3.138,15180,17023,169501,2.5,2.699,11.978,698382,359895,338487,10.301,5.308,12.262,6.319,15180,17023,0.224,0.251,78381,91120,1.156,1.344,1.376,1.6,2.222,9.783,4.965,-2.702,-7.818,-7.496,-8.019,-7.446,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
2021-04-01,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1092992,339174,753818,16.121,85.342,13.102,34715,0.512,3.28,17701,17014,177105,2.612,4.486,11.788,716083,376909,339174,10.562,5.559,12.573,6.618,17701,17014,0.261,0.251,87421,89684,1.289,1.323,1.535,1.575,2.535,11.533,4.727,-1.576,-8.301,-7.496,-9.618,-5.7,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
2021-04-02,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1109426,355215,754211,16.363,86.626,13.136,16434,0.242,1.504,16237,197,166313,2.453,-6.094,12.069,732321,377106,355215,10.801,5.562,12.858,6.621,16238,197,0.24,0.003,95219,71095,1.404,1.049,1.672,1.248,2.268,8.92,0.052,-20.727,-8.063,-7.496,-8.906,-6.379,2021-05-28,2021-07-29,2021-09-30,2021-12-13,2022-07-13,2023-02-10,2021-10-24,2022-04-22,2022-10-18
2021-04-03,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1125861,371257,754604,16.606,87.909,13.17,16435,0.242,1.481,16239,196,165383,2.439,-0.559,12.594,748559,377302,371257,11.041,5.565,13.143,6.624,16238,196,0.24,0.003,100602,64781,1.484,0.955,1.766,1.137,2.217,5.653,0.052,-8.881,-7.825,-7.496,-8.206,-7.064,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
2021-04-04,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1135115,380445,754670,16.742,88.631,13.129,9254,0.136,0.822,9221,33,157272,2.32,-4.904,12.655,757780,377335,380445,11.177,5.566,13.305,6.625,9221,33,0.136,0,98969,58303,1.46,0.86,1.738,1.024,1.232,-1.623,0.009,-10,-8.112,-7.496,-8.543,-7.233,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
2021-04-05,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1144369,389633,754736,16.879,89.354,13.088,9254,0.136,0.815,9221,33,149161,2.2,-5.157,12.724,767001,377368,389633,11.313,5.566,13.466,6.626,9221,33,0.136,0,97335,51826,1.436,0.764,1.709,0.91,1.217,-1.651,0.009,-11.109,-8.399,-7.496,-8.876,-7.418,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
2021-04-06,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.312,157950,146700,0,304650,243360,162700,50900,456960,6.74,1194726,407454,787272,17.622,75.36,13.244,50357,0.743,4.4,34089,16268,168652,2.488,13.067,13.131,801090,393636,407454,11.816,5.806,14.065,6.911,34089,16268,0.503,0.24,117888,50764,1.739,0.749,2.07,0.891,4.444,21.116,4.311,-2.049,-7.307,-6.831,-8.368,-5.069,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
2021-04-07,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.312,0,0,0,0,157950,146700,0,304650,4.493,1239223,424151,815072,18.278,78.166,13.243,44497,0.656,3.724,30597,13900,180946,2.669,7.29,13.68,831687,407536,424151,12.267,6.011,14.602,7.155,30597,13900,0.451,0.205,133305,47641,1.966,0.703,2.34,0.836,3.819,13.078,3.531,-6.152,-7.314,-6.831,-9.274,-3.048,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
2021-04-08,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1287142,449730,837412,18.985,81.189,13.119,47919,0.707,3.867,36749,11170,194150,2.864,7.297,13.213,868436,418706,449730,12.809,6.176,15.247,7.351,36749,11170,0.542,0.165,152353,41797,2.247,0.616,2.675,0.734,4.419,14.289,2.741,-12.267,-8.182,-7.489,-10.502,-2.969,2021-05-19,2021-07-12,2021-09-03,2022-03-25,2023-01-16,2023-11-09,2022-01-15,2022-09-23,2023-06-02
2021-04-09,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1327764,475232,852532,19.584,83.751,12.977,40622,0.599,3.156,33062,7560,218338,3.22,12.458,12.222,901498,426266,475232,13.297,6.287,15.828,7.484,33062,7560,0.488,0.112,169177,49160,2.495,0.725,2.97,0.863,3.807,11.043,1.806,17.616,-9.176,-7.489,-11.876,-2.888,2021-05-11,2021-06-23,2021-08-05,2022-02-11,2022-11-01,2023-07-22,2021-12-12,2022-07-22,2023-03-01
2021-04-10,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1358368,502263,856105,20.035,85.682,13.041,30604,0.451,2.305,28818,1786,232507,3.429,6.489,12.449,930315,428052,502263,13.722,6.314,16.334,7.515,28817,1786,0.425,0.026,181756,50750,2.681,0.749,3.191,0.891,3.197,7.435,0.419,3.234,-8.728,-7.489,-11.196,-2.862,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
2021-04-11,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1388971,529294,859677,20.487,87.612,13.103,30603,0.451,2.253,28816,1787,253856,3.744,9.182,12.989,959133,429839,529294,14.147,6.34,16.84,7.547,28818,1787,0.425,0.026,201353,52504,2.97,0.774,3.535,0.922,3.098,10.782,0.417,3.456,-8.294,-7.489,-10.547,-2.835,2021-05-08,2021-06-16,2021-07-25,2022-02-18,2022-11-11,2023-08-05,2021-12-18,2022-07-31,2023-03-14
2021-04-12,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1419575,556325,863250,20.938,89.542,13.162,30604,0.451,2.203,28818,1786,275206,4.059,8.41,13.482,987950,431625,556325,14.572,6.366,17.346,7.578,28817,1786,0.425,0.026,220949,54257,3.259,0.8,3.879,0.953,3.004,9.732,0.416,3.339,-7.881,-7.489,-9.927,-2.824,2021-05-07,2021-06-13,2021-07-21,2022-02-10,2022-10-28,2023-07-15,2021-12-12,2022-07-20,2023-02-25
2021-04-13,"MD",6779888,14.288,5695623,14.193,1154715,452500,179300,1786515,26.35,13.144,157950,0,43200,201150,157950,0,43200,201150,2.967,1468932,598440,870492,21.666,82.223,13.265,49357,0.728,3.477,45736,3621,274206,4.044,-0.363,13.359,1033686,435246,598440,15.246,6.42,18.149,7.642,45736,3621,0.675,0.053,232596,41610,3.431,0.614,4.084,0.731,4.629,5.271,0.839,-23.309,-7.16,-8.007,-8.859,-2.86,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
2021-04-14,"MD",6779888,14.288,5695623,14.193,1154715,452500,179300,1786515,26.35,13.144,0,0,0,0,157950,0,43200,201150,2.967,1516192,640434,875758,22.363,84.869,13.258,47260,0.697,3.217,44627,2633,276969,4.085,1.008,13.327,1078313,437879,640434,15.905,6.458,18.932,7.688,44627,2633,0.658,0.039,246626,30343,3.638,0.448,4.33,0.533,4.317,6.032,0.605,-27.078,-7.209,-8.007,-8.529,-3.799,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
2021-04-15,"MD",6779888,14.288,5695623,14.193,1154715,452500,179300,1786515,26.35,13.144,0,0,0,0,157950,0,43200,201150,2.967,1563931,683029,880902,23.067,87.541,13.159,47739,0.704,3.149,45167,2572,276789,4.083,-0.065,13.349,1123480,440451,683029,16.571,6.496,19.725,7.733,45167,2572,0.666,0.038,255044,21745,3.762,0.321,4.478,0.382,4.189,3.413,0.587,-28.336,-7.902,-8.007,-8.906,-5.265,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
