"fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
2021-03-12,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,100,0,0,0,0,540540,530700,0,1071240,2.258,5352767,2186279,3166488,11.281,80.43,100,180661,0.381,3.493,881190,1.857,-6.556,100,3769523,2186279,1583244,7.944,3.337,4.607,9.393,3.945,5.448,100675,79986,0.212,0.169,20689,640431,240759,1.35,0.507,1.596,0.6,399672,2.744,-14.457,5.321,23.882,0,0,0,0
2021-03-13,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,NA,0,0,0,0,540540,530700,0,1071240,2.258,5450143,2210035,3240108,11.486,NA,100,97376,0.205,1.819,898361,1.893,1.949,100,3830089,2210035,1620054,NA,NA,4.658,NA,NA,5.507,60566,36810,0.128,0.078,23756,634460,263901,1.337,0.556,1.581,0.658,370559,1.607,-0.932,2.325,9.612,0,NA,NA,NA
2021-03-14,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,NA,0,0,0,0,540540,530700,0,1071240,2.258,5547519,2233791,3313728,11.691,NA,100,97376,0.205,1.787,915533,1.929,1.911,100,3890655,2233791,1656864,NA,NA,4.708,NA,NA,5.566,60566,36810,0.128,0.078,23756,628489,287044,1.325,0.605,1.566,0.715,341445,1.581,-0.941,2.272,8.77,0,NA,NA,NA
2021-03-15,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,100,0,0,0,0,540540,530700,0,1071240,2.258,5644895,2257547,3387348,11.896,84.819,100,97376,0.205,1.755,932704,1.966,1.876,100,3951221,2257547,1693674,8.327,3.569,4.758,9.846,4.22,5.626,60566,36810,0.128,0.078,23756,622518,310186,1.312,0.654,1.551,0.773,312332,1.557,-0.95,2.222,8.062,0,0,0,0
2021-03-16,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,100,0,0,0,0,540540,530700,0,1071240,2.258,5742218,2285144,3457074,12.101,86.282,100,97323,0.205,1.724,893570,1.883,-4.196,100,4013681,2285144,1728537,8.459,3.643,4.816,10.002,4.307,5.694,62460,34863,0.132,0.073,27597,577269,316301,1.217,0.667,1.439,0.788,260968,1.581,-7.269,2.058,1.971,0,0,0,0
2021-03-17,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,100,539370,226900,262800,1029070,539370,226900,262800,1029070,2.169,5857085,2247855,3609230,12.343,76.222,100,114867,0.242,2,867580,1.828,-2.909,100,4052470,2247855,1804615,8.54,3.803,4.737,10.098,4.497,5.601,38789,76078,0.082,0.16,-37289,510803,356777,1.076,0.752,1.273,0.889,154026,0.966,-11.514,4.401,12.797,0,0,0,0
2021-03-18,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,100,0,0,0,0,539370,226900,262800,1029070,2.169,5993363,2219737,3773626,12.631,77.995,100,136278,0.287,2.327,821257,1.731,-5.339,100,4106550,2219737,1886813,8.654,3.976,4.678,10.233,4.702,5.531,54080,82198,0.114,0.173,-28118,437702,383555,0.922,0.808,1.091,0.956,54147,1.334,-14.311,4.555,7.506,0,0,0,0
2021-03-19,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,NA,0,0,0,0,539370,226900,262800,1029070,2.169,6075499,2189845,3885654,12.804,NA,100,82136,0.173,1.37,722732,1.523,-11.997,100,4132672,2189845,1942827,NA,NA,4.615,NA,NA,5.457,26122,56014,0.055,0.118,-29892,363149,359583,0.765,0.758,0.905,0.896,3566,0.636,-17.033,2.969,-6.25,0,NA,NA,NA
2021-03-20,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,NA,0,0,0,0,539370,226900,262800,1029070,2.169,6157636,2159955,3997681,12.977,NA,100,82137,0.173,1.352,707493,1.491,-2.109,100,4158795,2159955,1998840,NA,NA,4.552,NA,NA,5.382,26123,56013,0.055,0.118,-29890,328706,378786,0.693,0.798,0.819,0.944,-50080,0.632,-9.485,2.883,5.34,0,NA,NA,NA
2021-03-21,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,NA,0,0,0,0,539370,226900,262800,1029070,2.169,6239772,2130064,4109708,13.15,NA,100,82136,0.173,1.334,692253,1.459,-2.154,100,4184918,2130064,2054854,NA,NA,4.489,NA,NA,5.308,26123,56014,0.055,0.118,-29891,294263,397990,0.62,0.839,0.733,0.992,-103727,0.628,-10.478,2.802,5.07,0,NA,NA,NA
2021-03-22,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,100,0,0,0,0,539370,226900,262800,1029070,2.169,6321908,2100172,4221736,13.323,82.271,100,82136,0.173,1.316,677013,1.427,-2.202,100,4211040,2100172,2110868,8.875,4.449,4.426,10.494,5.26,5.233,26122,56014,0.055,0.118,-29892,259819,417194,0.548,0.879,0.647,1.04,-157375,0.624,-11.705,2.726,4.825,0,0,0,0
2021-03-23,"ES",47450795,100,40129822,100,5106465,1927400,650400,7684265,16.194,100,0,0,0,0,539370,226900,262800,1029070,2.169,6409196,2096000,4313196,13.507,83.407,100,87288,0.184,1.381,666978,1.406,-1.482,100,4252598,2096000,2156598,8.962,4.545,4.417,10.597,5.374,5.223,41558,45730,0.088,0.096,-4172,238917,428061,0.504,0.902,0.595,1.067,-189144,0.987,-8.045,2.166,2.605,0,0,0,0
2021-03-24,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,100,691080,133100,0,824180,691080,133100,0,824180,1.737,6620093,2067627,4552466,13.951,77.806,100,210897,0.444,3.291,763008,1.608,14.398,100,4343860,2067627,2276233,9.154,4.797,4.357,10.825,5.672,5.152,91262,119635,0.192,0.252,-28373,291390,471618,0.614,0.994,0.726,1.175,-180228,2.146,21.963,5.547,10.175,0,0,0,0
2021-03-25,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,100,0,0,0,0,691080,133100,0,824180,1.737,6839736,2055332,4784404,14.414,80.388,100,219643,0.463,3.318,846373,1.784,10.926,100,4447534,2055332,2392202,9.373,5.041,4.332,11.083,5.961,5.122,103674,115969,0.218,0.244,-12295,340984,505389,0.719,1.065,0.85,1.259,-164405,2.387,17.02,5.095,7.161,0,0,0,0
2021-03-26,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,100,0,0,0,0,691080,133100,0,824180,1.737,7067371,2055687,5011684,14.894,83.063,100,227635,0.48,3.328,991872,2.09,17.191,100,4561529,2055687,2505842,9.613,5.281,4.332,11.367,6.244,5.123,113995,113640,0.24,0.239,355,428857,563015,0.904,1.187,1.069,1.403,-134158,2.563,25.77,4.75,11.402,0,0,0,0
2021-03-27,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,NA,0,0,0,0,691080,133100,0,824180,1.737,7235394,2158132,5077262,15.248,NA,100,168023,0.354,2.377,1077758,2.271,8.659,100,4696763,2158132,2538631,NA,NA,4.548,NA,NA,5.378,135234,32789,0.285,0.069,102445,537968,539791,1.134,1.138,1.341,1.345,-1823,2.965,25.442,1.309,-4.125,0,NA,NA,NA
2021-03-28,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,NA,0,0,0,0,691080,133100,0,824180,1.737,7403416,2260576,5142840,15.602,NA,100,168022,0.354,2.322,1163644,2.452,7.969,100,4831996,2260576,2571420,NA,NA,4.764,NA,NA,5.633,135233,32789,0.285,0.069,102444,647078,516566,1.364,1.089,1.612,1.287,130512,2.879,20.282,1.292,-4.303,0,NA,NA,NA
2021-03-29,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,100,0,0,0,0,691080,133100,0,824180,1.737,7571439,2363021,5208418,15.956,88.987,100,168023,0.354,2.27,1249531,2.633,7.381,100,4967230,2363021,2604209,10.468,5.488,4.98,12.378,6.489,5.888,135234,32789,0.285,0.069,102445,756190,493341,1.594,1.04,1.884,1.229,262849,2.799,16.862,1.275,-4.496,0,0,0,0
2021-03-30,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,100,0,0,0,0,691080,133100,0,824180,1.737,7736611,2448459,5288152,16.304,90.929,100,165172,0.348,2.182,1327415,2.797,6.233,100,5092535,2448459,2644076,10.732,5.572,5.16,12.69,6.589,6.101,125305,39867,0.264,0.084,85438,839937,487478,1.77,1.027,2.093,1.215,352459,2.523,11.075,1.531,-1.188,0,0,0,0
2021-03-31,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,100,672750,115200,393600,1181550,672750,115200,393600,1181550,2.49,8035160,2592992,5442168,16.934,82.922,100,298549,0.629,3.859,1415067,2.982,6.603,100,5314076,2592992,2721084,11.199,5.735,5.465,13.242,6.781,6.462,221541,77008,0.467,0.162,144533,970216,444851,2.045,0.937,2.418,1.109,525365,4.35,15.511,2.912,-8.744,0,0,0,0
2021-04-01,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,100,0,0,0,0,672750,115200,393600,1181550,2.49,8342155,2748125,5594030,17.581,86.09,100,306995,0.647,3.821,1502419,3.166,6.173,100,5545140,2748125,2797015,11.686,5.895,5.792,13.818,6.97,6.848,231064,75931,0.487,0.16,155133,1097606,404813,2.313,0.853,2.735,1.009,692793,4.348,13.13,2.79,-9,0,0,0,0
2021-04-02,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,NA,0,0,0,0,672750,115200,393600,1181550,2.49,8445376,2807213,5638163,17.798,NA,100,103221,0.218,1.237,1378005,2.904,-8.281,100,5626295,2807213,2819082,NA,NA,5.916,NA,NA,6.995,81155,22067,0.171,0.047,59088,1064766,313240,2.244,0.66,2.653,0.781,751526,1.464,-2.992,0.789,-22.621,0,NA,NA,NA
2021-04-03,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,100,0,0,0,0,672750,115200,393600,1181550,2.49,8548598,2866302,5682296,18.016,88.221,100,103222,0.218,1.222,1313204,2.768,-4.703,100,5707450,2866302,2841148,12.028,5.988,6.041,14.222,7.08,7.143,81155,22066,0.171,0.047,59089,1010687,302517,2.13,0.638,2.519,0.754,708170,1.442,-5.079,0.783,-3.423,0,0,0,0
2021-04-04,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,NA,0,0,0,0,672750,115200,393600,1181550,2.49,8646146,2952192,5693954,18.221,NA,100,97548,0.206,1.141,1242730,2.619,-5.367,100,5799169,2952192,2846977,NA,NA,6.222,NA,NA,7.357,91719,5829,0.193,0.012,85890,967173,275557,2.038,0.581,2.41,0.687,691616,1.607,-4.305,0.205,-8.912,0,NA,NA,NA
2021-04-05,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,100,0,0,0,0,672750,115200,393600,1181550,2.49,8743694,3038082,5705612,18.427,90.234,100,97548,0.206,1.128,1172255,2.47,-5.671,100,5890888,3038082,2852806,12.415,6.012,6.403,14.68,7.109,7.571,91719,5829,0.193,0.012,85890,923658,248597,1.947,0.524,2.302,0.619,675061,1.582,-4.499,0.205,-9.784,0,0,0,0
2021-04-06,"ES",47450795,100,40129822,100,7633275,3232200,1044000,11909475,25.099,100,1162980,1056500,0,2219480,1835730,1171700,393600,3401030,7.167,9021001,3216419,5804582,19.011,75.746,100,277307,0.584,3.172,1284390,2.707,9.566,100,6118710,3216419,2902291,12.895,6.116,6.778,15.247,7.232,8.015,227822,49485,0.48,0.104,178337,1026175,258215,2.163,0.544,2.557,0.643,767960,3.867,11.099,1.735,3.869,0,0,0,0
2021-04-07,"ES",47450795,100,40129822,100,7633275,3232200,1044000,11909475,25.099,100,0,0,0,0,1162980,1056500,0,2219480,4.677,9357847,3474185,5883662,19.721,78.575,100,336846,0.71,3.734,1322687,2.787,2.982,100,6416016,3474185,2941831,13.521,6.2,7.322,15.988,7.331,8.657,297306,39540,0.627,0.083,257766,1101940,220747,2.322,0.465,2.746,0.55,881193,4.859,7.383,1.362,-14.51,0,0,0,0
2021-04-08,"ES",47450795,100,40129822,100,7717515,3232200,1044000,11993715,25.276,100,84240,0,0,84240,1247220,1056500,0,2303720,4.855,9811529,3770629,6040900,20.677,81.806,100,453682,0.956,4.848,1469374,3.097,11.09,100,6791079,3770629,3020450,14.312,6.365,7.946,16.923,7.527,9.396,375063,78619,0.79,0.166,296444,1245939,223435,2.626,0.471,3.105,0.557,1022504,5.846,13.068,2.672,1.218,0,0,0,0
2021-04-09,"ES",47450795,100,40129822,100,7717515,3232200,1044000,11993715,25.276,100,0,0,0,0,1247220,1056500,0,2303720,4.855,10231825,4087607,6144218,21.563,85.31,100,420296,0.886,4.284,1786449,3.765,21.579,100,7159716,4087607,3072109,15.089,6.474,8.614,17.841,7.655,10.186,368637,51659,0.777,0.109,316978,1533421,253027,3.232,0.533,3.821,0.631,1280394,5.428,23.074,1.71,13.244,0,0,0,0
2021-04-10,"ES",47450795,100,40129822,100,7717515,3232200,1044000,11993715,25.276,NA,0,0,0,0,1247220,1056500,0,2303720,4.855,10416216,4247779,6168437,21.952,NA,100,184391,0.389,1.802,1867618,3.936,4.544,100,7331997,4247779,3084218,NA,NA,8.952,NA,NA,10.585,172281,12109,0.363,0.026,160172,1624547,243070,3.424,0.512,4.048,0.606,1381477,2.406,5.943,0.394,-3.935,0,NA,NA,NA
2021-04-11,"ES",47450795,100,40129822,100,7717515,3232200,1044000,11993715,25.276,NA,0,0,0,0,1247220,1056500,0,2303720,4.855,10600606,4407951,6192655,22.34,NA,100,184390,0.389,1.77,1954460,4.119,4.65,100,7504279,4407951,3096328,NA,NA,9.29,NA,NA,10.984,172282,12110,0.363,0.026,160172,1705110,249351,3.593,0.525,4.249,0.621,1455759,2.35,4.959,0.393,2.584,0,NA,NA,NA
2021-04-12,"ES",47450795,100,40129822,100,7717515,3232200,1044000,11993715,25.276,100,0,0,0,0,1247220,1056500,0,2303720,4.855,10784997,4568123,6216874,22.729,89.922,100,184391,0.389,1.739,2041303,4.302,4.443,100,7676560,4568123,3108437,16.178,6.551,9.627,19.129,7.746,11.383,172281,12109,0.363,0.026,160172,1785672,255631,3.763,0.539,4.45,0.637,1530041,2.296,4.725,0.391,2.519,0,0,0,0
2021-04-13,"ES",47450795,100,40129822,100,8954205,3265100,1372500,13591805,28.644,100,1236690,32900,328500,1598090,1320930,32900,328500,1682330,3.545,11073657,4801475,6272182,23.337,81.473,100,288660,0.608,2.676,2052656,4.326,0.556,100,7937566,4801475,3136091,16.728,6.609,10.119,19.78,7.815,11.965,261006,27654,0.55,0.058,233352,1818856,233800,3.833,0.493,4.532,0.583,1585056,3.4,1.858,0.89,-8.54,0,0,0,0
