"fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
2021-03-20,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-23,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-24,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,0.618,19500,33100,0,52600,19500,33100,0,52600,NA,15777,6461,9316,NA,29.994,0.238,15777,NA,Inf,15777,NA,Inf,2.068,11119,6461,4658,NA,NA,NA,NA,NA,NA,11119,4658,NA,NA,6461,11119,4658,NA,NA,NA,NA,6461,Inf,Inf,Inf,Inf,NA,NA,NA,NA
2021-03-25,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,0.618,0,0,0,0,19500,33100,0,52600,NA,15777,6461,9316,NA,29.994,0.231,0,NA,0,15777,NA,0,1.864,11119,6461,4658,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,11119,4658,NA,NA,NA,NA,6461,0,0,0,0,NA,NA,NA,NA
2021-03-26,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,0.618,0,0,0,0,19500,33100,0,52600,NA,16442,6966,9476,NA,31.259,0.233,665,NA,4.215,16442,NA,4.215,1.658,11704,6966,4738,NA,NA,NA,NA,NA,NA,585,80,NA,NA,505,11704,4738,NA,NA,NA,NA,6966,5.261,5.261,1.717,1.717,NA,NA,NA,NA
2021-03-27,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,NA,0,0,0,0,19500,33100,0,52600,NA,18470,8924,9546,NA,NA,0.255,2028,NA,12.334,18470,NA,12.334,1.714,13697,8924,4773,NA,NA,NA,NA,NA,NA,1993,35,NA,NA,1958,13697,4773,NA,NA,NA,NA,8924,17.028,17.028,0.739,0.739,NA,NA,NA,NA
2021-03-28,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,NA,0,0,0,0,19500,33100,0,52600,NA,20499,10883,9616,NA,NA,0.277,2029,NA,10.985,20499,NA,10.985,1.762,15691,10883,4808,NA,NA,NA,NA,NA,NA,1994,35,NA,NA,1959,15691,4808,NA,NA,NA,NA,10883,14.558,14.558,0.733,0.733,NA,NA,NA,NA
2021-03-29,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,0.618,0,0,0,0,19500,33100,0,52600,NA,22527,12841,9686,NA,42.827,0.298,2028,NA,9.893,22527,NA,9.893,1.803,17684,12841,4843,NA,NA,NA,NA,NA,NA,1993,35,NA,NA,1958,17684,4843,NA,NA,NA,NA,12841,12.702,12.702,0.728,0.728,NA,NA,NA,NA
2021-03-30,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,0.618,0,0,0,0,19500,33100,0,52600,NA,28065,18369,9696,NA,53.356,0.363,5538,NA,24.584,28065,NA,24.584,2.114,23217,18369,4848,NA,NA,NA,NA,NA,NA,5533,5,NA,NA,5528,23217,4848,NA,NA,NA,NA,18369,31.288,31.288,0.103,0.103,NA,NA,NA,NA
2021-03-31,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,0.574,0,3000,0,3000,0,3000,0,3000,NA,37606,27624,9982,NA,67.637,0.468,9541,NA,33.996,21829,NA,-22.22,1.543,32615,27624,4991,NA,NA,NA,NA,NA,NA,9398,143,NA,NA,9255,21496,333,NA,NA,NA,NA,21163,40.479,-7.413,2.95,-93.131,NA,NA,NA,NA
2021-04-01,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,0.574,0,0,0,0,0,3000,0,3000,NA,40099,30117,9982,NA,72.121,0.481,2493,NA,6.629,24322,NA,11.421,1.619,35108,30117,4991,NA,NA,NA,NA,NA,NA,2493,0,NA,NA,2493,23989,333,NA,NA,NA,NA,23656,7.644,11.598,0,0,NA,NA,NA,NA
2021-04-02,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,NA,0,0,0,0,0,3000,0,3000,NA,40746,30763,9983,NA,NA,0.482,647,NA,1.614,24304,NA,-0.074,1.764,35754,30762,4992,NA,NA,NA,NA,NA,NA,646,1,NA,NA,645,24050,254,NA,NA,NA,NA,23796,1.84,0.254,0.02,-23.724,NA,NA,NA,NA
2021-04-03,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,0.574,0,0,0,0,0,3000,0,3000,NA,41393,31409,9984,NA,74.448,0.484,647,NA,1.588,22923,NA,-5.682,1.746,36401,31409,4992,NA,NA,NA,NA,NA,NA,647,0,NA,NA,647,22704,219,NA,NA,NA,NA,22485,1.81,-5.597,0,-13.78,NA,NA,NA,NA
2021-04-04,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,NA,0,0,0,0,0,3000,0,3000,NA,45819,35828,9991,NA,NA,0.53,4426,NA,10.693,25320,NA,10.457,2.037,40824,35828,4996,NA,NA,NA,NA,NA,NA,4423,4,NA,NA,4419,25133,188,NA,NA,NA,NA,24945,12.151,10.699,0.08,-14.155,NA,NA,NA,NA
2021-04-05,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,0.574,0,0,0,0,0,3000,0,3000,NA,50245,40247,9998,NA,90.369,0.575,4426,NA,9.66,27718,NA,9.471,2.365,45246,40247,4999,NA,NA,NA,NA,NA,NA,4422,3,NA,NA,4419,27562,156,NA,NA,NA,NA,27406,10.832,9.665,0.06,-17.021,NA,NA,NA,NA
2021-04-06,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.719,0,30000,0,30000,0,33000,0,33000,NA,54450,44396,10054,NA,63.61,0.604,4205,NA,8.369,26385,NA,-4.809,2.054,49423,44396,5027,NA,NA,NA,NA,NA,NA,4177,28,NA,NA,4149,26206,179,NA,NA,NA,NA,26027,9.232,-4.92,0.56,14.744,NA,NA,NA,NA
2021-04-07,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.719,0,0,0,0,0,30000,0,30000,NA,58061,47997,10064,NA,67.828,0.62,3611,NA,6.632,20455,NA,-22.475,1.546,53029,47997,5032,NA,NA,NA,NA,NA,NA,3606,5,NA,NA,3601,20414,41,NA,NA,NA,NA,20373,7.296,-22.102,0.099,-77.095,NA,NA,NA,NA
2021-04-08,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.714,0,0,0,0,0,30000,0,30000,NA,62296,51788,10508,NA,72.776,0.635,4235,NA,7.294,22197,NA,8.516,1.511,57042,51788,5254,NA,NA,NA,NA,NA,NA,4013,222,NA,NA,3791,21934,263,NA,NA,NA,NA,21671,7.568,7.446,4.412,541.463,NA,NA,NA,NA
2021-04-09,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.714,0,0,0,0,0,30000,0,30000,NA,65711,55119,10592,NA,76.765,0.642,3415,NA,5.482,24965,NA,12.47,1.397,60415,55119,5296,NA,NA,NA,NA,NA,NA,3373,42,NA,NA,3331,24661,304,NA,NA,NA,NA,24357,5.913,12.433,0.799,15.589,NA,NA,NA,NA
2021-04-10,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,NA,0,0,0,0,0,30000,0,30000,NA,66633,56022,10611,NA,NA,0.64,922,NA,1.403,25240,NA,1.102,1.351,61327,56021,5306,NA,NA,NA,NA,NA,NA,912,10,NA,NA,902,24926,314,NA,NA,NA,NA,24612,1.51,1.075,0.189,3.289,NA,NA,NA,NA
2021-04-11,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,NA,0,0,0,0,0,30000,0,30000,NA,67554,56923,10631,NA,NA,0.637,921,NA,1.382,21735,NA,-13.887,1.112,62239,56924,5315,NA,NA,NA,NA,NA,NA,912,9,NA,NA,903,21415,319,NA,NA,NA,NA,21096,1.487,-14.086,0.17,1.592,NA,NA,NA,NA
2021-04-12,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.714,0,0,0,0,0,30000,0,30000,NA,68476,57826,10650,NA,79.995,0.635,922,NA,1.365,18231,NA,-16.121,0.893,63151,57826,5325,NA,NA,NA,NA,NA,NA,912,10,NA,NA,902,17905,326,NA,NA,NA,NA,17579,1.465,-16.39,0.188,2.194,NA,NA,NA,NA
2021-04-13,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.63,0,0,0,0,0,0,0,0,NA,68826,58190,10636,NA,80.404,0.622,350,NA,0.511,14376,NA,-21.145,0.7,63508,58190,5318,NA,NA,NA,NA,NA,NA,357,-7,NA,NA,364,14085,291,NA,NA,NA,NA,13794,0.565,-21.335,-0.131,-10.736,NA,NA,NA,NA
